Category,Function,Line Number,File Path,Solidity File Name,Line Content
SWC-135-Code With No Effects,liquidatePosition,L253,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-SNX/yearnV2-strat-SNX-staking-91b839df4a350d80cb583795bccafe0836fdb732/contracts/Strategy.sol,Strategy.sol,uint256 unlockedWant = _unlockedWant();
SWC-135-Code With No Effects,liquidatePosition,L262,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-SNX/yearnV2-strat-SNX-staking-91b839df4a350d80cb583795bccafe0836fdb732/contracts/Strategy.sol,Strategy.sol,unlockedWant = _unlockedWant();
SWC-104-Unchecked Call Return Value,balanceOfy3CRVinWant,L69,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/contracts/StrategyDAI.sol,StrategyDAI.sol,function balanceOfy3CRVinWant() public view returns (uint256) {
SWC-131-Presence of unused variables,adjustPosition,L100,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/contracts/StrategyDAI.sol,StrategyDAI.sol,// SWC-131-Presence of unused variables: L100
SWC-104-Unchecked Call Return Value,balanceOfy3CRVinWant,L69,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/contracts/StrategyUSDC.sol,StrategyUSDC.sol,function balanceOfy3CRVinWant() public view returns (uint256) {
SWC-131-Presence of unused variables,adjustPosition,L100,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/contracts/StrategyUSDC.sol,StrategyUSDC.sol,// SWC-131-Presence of unused variables: L100
SWC-104-Unchecked Call Return Value,balanceOfy3CRVinWant,L69,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/contracts/StrategyUSDT.sol,StrategyUSDT.sol,function balanceOfy3CRVinWant() public view returns (uint256) {
SWC-131-Presence of unused variables,adjustPosition,L100,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/contracts/StrategyUSDT.sol,StrategyUSDT.sol,// SWC-131-Presence of unused variables: L100
SWC-104-Unchecked Call Return Value,constructor,L164,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Vault V2 (Solidity part)/yearn-vaults-54db126821c4d7aaaf5839be935cecb9b1bf088b/BaseStrategy.sol,BaseStrategy.sol,want = IERC20(vault.token());
SWC-101-Integer Overflow and Underflow,harvest,L332,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Vault V2 (Solidity part)/yearn-vaults-54db126821c4d7aaaf5839be935cecb9b1bf088b/BaseStrategy.sol,BaseStrategy.sol,return (profitFactor * callCost < credit.add(profit));
SWC-135-Code With No Effects,N/A,L561 - L595,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/code/yinsure.sol,yinsure.sol,struct ApiId {
SWC-135-Code With No Effects,N/A,L610 - L627,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/code/yinsure.sol,yinsure.sol,// SWC-135-Code With No Effects: L610 - L627
SWC-101-Integer Overflow and Underflow,submitClaim,L788,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/code/yinsure.sol,yinsure.sol,// SWC-101-Integer Overflow and Underflow: L788
SWC-101-Integer Overflow and Underflow,buyCover,L913,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/code/yinsure.sol,yinsure.sol,// SWC-101-Integer Overflow and Underflow: L913
SWC-101-Integer Overflow and Underflow,buyCover,L914,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/code/yinsure.sol,yinsure.sol,uint256 nextTokenId = issuedTokensCount++;
SWC-107-Reentrancy,depositETH,L90 - L104,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yWETH.sol,yWETH.sol,function depositETH() public payable {
SWC-107-Reentrancy,withdrawETH,L144 - L162,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yWETH.sol,yWETH.sol,function withdrawETH(uint _shares) public {
SWC-135-Code With No Effects,N/A,L22,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Strategy SSB/strategy-ssb-e49d07a64ea0eb4f5a199c2bf9ea4c8aee2b313f/contracts/Strategy.sol,Strategy.sol,using Address for address;
SWC-131-Presence of unused variables,N/A,L26,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Strategy SSB/strategy-ssb-e49d07a64ea0eb4f5a199c2bf9ea4c8aee2b313f/contracts/Strategy.sol,Strategy.sol,IERC20 internal constant weth = IERC20(address(0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2));
SWC-135-Code With No Effects,clone,L134,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Strategy SSB/strategy-ssb-e49d07a64ea0eb4f5a199c2bf9ea4c8aee2b313f/contracts/Strategy.sol,Strategy.sol,uint256 _minDepositPeriod
SWC-135-Code With No Effects,getSwapSteps,L426,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Strategy SSB/strategy-ssb-e49d07a64ea0eb4f5a199c2bf9ea4c8aee2b313f/contracts/Strategy.sol,Strategy.sol,receive() external payable {}
SWC-104-Unchecked Call Return Value,_deposit,L138,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts/BaseWrapper.sol,BaseWrapper.sol,"if (depositor != address(this) && afterBal > 0) token.transfer(depositor, afterBal);"
SWC-128-DoS With Block Gas Limit,_withdraw,L152 - L192,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts/BaseWrapper.sol,BaseWrapper.sol,// SWC-128-DoS With Block Gas Limit: L152 - L192
SWC-104-Unchecked Call Return Value,_withdraw,L174,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts/BaseWrapper.sol,BaseWrapper.sol,"if (sender != address(this)) vaults[id].transferFrom(sender, address(this), availableShares);"
SWC-128-DoS With Block Gas Limit,_permitAll,L108 - L110,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts/yToken.sol,yToken.sol,for (uint256 i = 0; i < vaults.length; i++) {
SWC-128-DoS With Block Gas Limit,revokeAll,L156 - L159,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts/yToken.sol,yToken.sol,for (uint256 i = 0; i < vaults.length; i++) {
SWC-107-Reentrancy,withdrawETH,L187,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts/yToken.sol,yToken.sol,IWETH(address(token)).withdraw(withdrawn);
SWC-101-Integer Overflow and Underflow,div,L102,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,return uq112x112(self._x / uint224(x));
SWC-101-Integer Overflow and Underflow,mul,L110,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,"require(y == 0 || (z = uint(self._x) * y) / y == uint(self._x), ""FixedPoint: MULTIPLICATION_OVERFLOW"");"
SWC-101-Integer Overflow and Underflow,fraction,L119,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,return uq112x112((uint224(numerator) << RESOLUTION) / denominator);
SWC-101-Integer Overflow and Underflow,currentCumulativePrices,L158,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,"price0Cumulative += uint(FixedPoint.fraction(reserve1, reserve0)._x) * timeElapsed;"
SWC-101-Integer Overflow and Underflow,currentCumulativePrices,L161,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,"price1Cumulative += uint(FixedPoint.fraction(reserve0, reserve1)._x) * timeElapsed;"
SWC-101-Integer Overflow and Underflow,quote,L383,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,amountB = amountA.mul(reserveB) / reserveA;
SWC-101-Integer Overflow and Underflow,getAmountOut,L394,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,amountOut = numerator / denominator;
SWC-101-Integer Overflow and Underflow,getAmountIn,L404,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,amountIn = (numerator / denominator).add(1);
SWC-128-DoS With Block Gas Limit,_updateAll,L584 - L588,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,for (uint i = 0; i < _pairs.length; i++) {
SWC-128-DoS With Block Gas Limit,workable,L604 - L609,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,// SWC-128-DoS With Block Gas Limit: L604 - L609
SWC-101-Integer Overflow and Underflow,computeAmountOut,L630,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,FixedPoint.uq112x112 memory priceAverage = FixedPoint.uq112x112(
SWC-101-Integer Overflow and Underflow,current,L651,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,
SWC-124-Write to Arbitrary Storage Location,quote,L669,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,uint length = observations[pair].length-1;
SWC-128-DoS With Block Gas Limit,quote,L674 - L683,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,if (token0 == tokenIn) {
SWC-101-Integer Overflow and Underflow,quote,L675,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,// SWC-128-DoS With Block Gas Limit: L674 - L683
SWC-101-Integer Overflow and Underflow,quote,L679,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,priceAverageCumulative += computeAmountOut(
SWC-128-DoS With Block Gas Limit,quote,L685 - L694,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,} else {
SWC-101-Integer Overflow and Underflow,quote,L685,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,} else {
SWC-101-Integer Overflow and Underflow,quote,L689,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,// SWC-101-Integer Overflow and Underflow: L685
SWC-128-DoS With Block Gas Limit,sample,L714 - L724,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,if (token0 == tokenIn) {
SWC-101-Integer Overflow and Underflow,sample,L718,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,nextIndex = i + window;
SWC-124-Write to Arbitrary Storage Location,sample,"L720, L721",DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,"// SWC-124-Write to Arbitrary Storage Location: L720, L721"
SWC-101-Integer Overflow and Underflow,sample,L724,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,"observations[pair][nextIndex].timestamp - observations[pair][i].timestamp, amountIn);"
SWC-128-DoS With Block Gas Limit,sample,L728 - 739,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,for (; i < length; i+=window) {
SWC-101-Integer Overflow and Underflow,sample,L731,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,nextIndex = i + window;
SWC-124-Write to Arbitrary Storage Location,sample,"L734, L735",DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,"observations[pair][i].price1Cumulative,"
SWC-101-Integer Overflow and Underflow,sample,L737,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,"observations[pair][nextIndex].timestamp - observations[pair][i].timestamp, amountIn);"
SWC-101-Integer Overflow and Underflow,sqrt,L780 - L786,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,uint256 c = (x + 1) / 2;
SWC-101-Integer Overflow and Underflow,stddev,L796 - L809,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,function stddev(uint[] memory numbers) public pure returns (uint256 sd) {
SWC-104-Unchecked Call Return Value,_swap,L849,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol,Keep3rV1Oracle.sol,"KP3R.approve(address(UNI), _amount);"
SWC-101-Integer Overflow and Underflow,floorLog2,L33,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,res += 1;
SWC-101-Integer Overflow and Underflow,floorLog2,L41,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,res |= s;
SWC-101-Integer Overflow and Underflow,ln,L56,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,x >>= count; // now x < 2
SWC-101-Integer Overflow and Underflow,ln,L58,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,res = count * FIXED_1;
SWC-101-Integer Overflow and Underflow,ln,L65,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,x = (x * x) / FIXED_1; // now 1 < x < 4
SWC-101-Integer Overflow and Underflow,ln,L68,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,x >>= 1; // now 1 < x < 2
SWC-101-Integer Overflow and Underflow,ln,L70,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,res += uint(1) << (i - 1);
SWC-101-Integer Overflow and Underflow,ln,L75,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,return res * LOG_E_2 / BASE;
SWC-101-Integer Overflow and Underflow,optimalExp,L96 - L150,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Volatility.sol,Keep3rV1Volatility.sol,z = y = x % 0x10000000000000000000000000000000; // get the input modulo 2^(-3)
SWC-135-Code With No Effects,_executeSwap,L53,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/swappers/async/UniswapV2Swapper.sol,UniswapV2Swapper.sol,)[_path.length - 1];
SWC-135-Code With No Effects,trade,L53-L62,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/swappers/sync/BancorSwapper.sol,BancorSwapper.sol,function trade(
SWC-135-Code With No Effects,execute,L82,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/TradeFactory/TradeFactoryExecutor.sol,TradeFactoryExecutor.sol,if (_tradeExecutionDetails._maxSlippage == 0) revert CommonErrors.ZeroSlippage();
SWC-102-Outdated Compiler Version,N/A,L5,DAppSCAN-source/contracts/QuillAudits-ZortCoin Smart Contract/ZortCoin/ZortCoin.sol,ZortCoin.sol,pragma solidity ^0.5.17;
SWC-102-Outdated Compiler Version,N/A,L7,DAppSCAN-source/contracts/QuillAudits-ZortCoin Smart Contract/ZortCoin/ZortCoin.sol,ZortCoin.sol,pragma solidity >=0.4.22 <0.6.0;
SWC-123-Requirement Violation,approveAndCall,L130,DAppSCAN-source/contracts/QuillAudits-ZortCoin Smart Contract/ZortCoin/ZortCoin.sol,ZortCoin.sol,"spender.receiveApproval(msg.sender, _value, address(this), _extraData);"
SWC-123-Requirement Violation,N/A,L169,DAppSCAN-source/contracts/QuillAudits-ZortCoin Smart Contract/ZortCoin/ZortCoin.sol,ZortCoin.sol,contract ZortCoin is TokenERC20 {
SWC-107-Reentrancy,reserveDeposit,L49 - L80,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/YVaultAssetProxy.sol,YVaultAssetProxy.sol,function reserveDeposit(uint256 _amount) external {
SWC-135-Code With No Effects,N/A,L53,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-b9ab6095a211ccb81941a5104c581e3564a97502/contracts/ConvergentCurvePool.sol,ConvergentCurvePool.sol,uint256 public constant EPSILON = 1e12;
SWC-135-Code With No Effects,N/A,L4,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-b9ab6095a211ccb81941a5104c581e3564a97502/contracts/factories/InterestTokenFactory.sol,InterestTokenFactory.sol,"import ""../Tranche.sol"";"
SWC-117-Signature Malleability,permit,L211,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-b9ab6095a211ccb81941a5104c581e3564a97502/contracts/libraries/ERC20Permit.sol,ERC20Permit.sol,"require(owner == ecrecover(digest, v, r, s), ""ERC20: invalid-permit"");"
SWC-101-Integer Overflow and Underflow,_mintGovernanceLP,L607 - L612,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-eed369562ac50398c10fd0a56dc287a29002d3f8/contracts/ConvergentCurvePool.sol,ConvergentCurvePool.sol,// SWC-101-Integer Overflow and Underflow: L607 - L612
SWC-107-Reentrancy,execute,L238 - L277,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/CoreVoting.sol,CoreVoting.sol,function execute(
SWC-104-Unchecked Call Return Value,genericCall,L73,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/features/Treasury.sol,Treasury.sol,_target.call(_callData);
SWC-101-Integer Overflow and Underflow,_find,L225,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/libraries/History.sol,History.sol,uint256 maxIndex = length - 1;
SWC-128-DoS With Block Gas Limit,_clear,L279 - L301,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/libraries/History.sol,History.sol,function _clear(
SWC-107-Reentrancy,execTransaction,L70 - L105,DAppSCAN-source/contracts/Runtime_Vеrification-GnosisSafe/safe-contracts-427d6f7e779431333c54bcb4d4cde31e4d57ce96/contracts/GnosisSafe.sol,GnosisSafe.sol,function execTransaction(
SWC-101-Integer Overflow and Underflow,execTransaction,L94,DAppSCAN-source/contracts/Runtime_Vеrification-GnosisSafe/safe-contracts-427d6f7e779431333c54bcb4d4cde31e4d57ce96/contracts/GnosisSafe.sol,GnosisSafe.sol,nonce++;
SWC-101-Integer Overflow and Underflow,checkSignatures,L142,DAppSCAN-source/contracts/Runtime_Vеrification-GnosisSafe/safe-contracts-427d6f7e779431333c54bcb4d4cde31e4d57ce96/contracts/GnosisSafe.sol,GnosisSafe.sol,if (signatures.length < threshold * 65) {
SWC-114-Transaction Order Dependence,addOwnerWithThreshold,L53 - L68,DAppSCAN-source/contracts/Runtime_Vеrification-GnosisSafe/safe-contracts-427d6f7e779431333c54bcb4d4cde31e4d57ce96/contracts/base/OwnerManager.sol,OwnerManager.sol,"function addOwnerWithThreshold(address owner, uint256 _threshold)"
SWC-101-Integer Overflow and Underflow,addOwnerWithThreshold,L64,DAppSCAN-source/contracts/Runtime_Vеrification-GnosisSafe/safe-contracts-427d6f7e779431333c54bcb4d4cde31e4d57ce96/contracts/base/OwnerManager.sol,OwnerManager.sol,ownerCount++;
SWC-101-Integer Overflow and Underflow,removeOwner,L82,DAppSCAN-source/contracts/Runtime_Vеrification-GnosisSafe/safe-contracts-427d6f7e779431333c54bcb4d4cde31e4d57ce96/contracts/base/OwnerManager.sol,OwnerManager.sol,"require(ownerCount - 1 >= _threshold, ""New owner count needs to be larger than new threshold"");"
SWC-101-Integer Overflow and Underflow,removeOwner,L89,DAppSCAN-source/contracts/Runtime_Vеrification-GnosisSafe/safe-contracts-427d6f7e779431333c54bcb4d4cde31e4d57ce96/contracts/base/OwnerManager.sol,OwnerManager.sol,ownerCount--;
SWC-102-Outdated Compiler Version,N/A,L19,DAppSCAN-source/contracts/Runtime_Vеrification-Stakefish_BatchDeposit/eth2-batch-deposit-a4912b2d839305da8447b7cec6b2f09238b90e37/contracts/BatchDeposits.sol,BatchDeposits.sol,pragma solidity 0.6.11;
SWC-114-Transaction Order Dependence,batchDeposit,L86 - L122,DAppSCAN-source/contracts/Runtime_Vеrification-Stakefish_BatchDeposit/eth2-batch-deposit-a4912b2d839305da8447b7cec6b2f09238b90e37/contracts/BatchDeposits.sol,BatchDeposits.sol,function batchDeposit(
SWC-107-Reentrancy,mintTo,L53-L71,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishERC721Wrapper.sol,StakefishERC721Wrapper.sol,"function mintTo(address servicesContract, address to, uint256 amount) public nonReentrant returns (uint256) {"
SWC-131-Presence of unused variables,N/A,L33,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishServicesContract.sol,StakefishServicesContract.sol,uint256 private constant MAX_TIME_TO_WITHDRAW = 1 * YEAR;
SWC-113-DoS with Failed Call,endOperatorServices,L171-L189,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishServicesContract.sol,StakefishServicesContract.sol,function endOperatorServices()
SWC-114-Transaction Order Dependence,approve,L226-L247,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishServicesContract.sol,StakefishServicesContract.sol,function approve(
